file,cycle_number,dv_dt,dq_dt,internal_resistance,power,overvoltage,soc_extreme,final_temp,temp_rise
CY25-05_1-#1.csv,52.0,0.011925545245215986,2499.530494269074,0.06382732104939727,10.22539645534397,4.2001882,2406.696906205661,25.29439411455937,0.29439411455936954
CY25-05_1-#1.csv,53.0,0.011962301907408667,2499.431342132456,0.06427035273832143,10.223951316309,4.2002273,2405.813895282848,25.330944496934485,0.3309444969344845
CY25-05_1-#1.csv,54.0,0.01198724857072952,2499.472508045517,0.06400444213485708,10.223337547324094,4.2002668,2404.674501089465,25.49198256634228,0.4919825663422801
CY25-05_1-#1.csv,55.0,0.012069941894577794,2499.4243255805577,0.06391864326980276,10.222652989897458,4.200385099999999,2402.931167043311,25.1,0.1
CY25-05_1-#1.csv,56.0,0.012093571891291793,2499.379581396439,0.06462865893570824,10.222235173324645,4.2001882,2400.956934981952,25.288050924187576,0.28805092418757466
CY25-05_1-#1.csv,57.0,0.012127698554359818,2499.366737208517,0.06537317064042618,10.220323202818205,4.2002273,2400.082777768373,25.314557684470188,0.3145576844701884
CY25-05_1-#1.csv,58.0,0.012167078549335134,2499.5514509072,0.06532803446367962,10.219068537085231,4.2002273,2398.742993757376,25.437105208874726,0.43710520887472804
CY25-05_1-#1.csv,59.0,0.012132945220024402,2499.499218784521,0.06557916388591756,10.217730949986716,4.2002273,2397.203157070041,25.35120342659518,0.3512034265951815
CY25-05_1-#1.csv,60.0,0.012087001892638052,2499.567486061539,0.06485964585313363,10.217947753814896,4.2002668,2396.885776096492,25.1,0.1
CY25-05_1-#1.csv,61.0,0.012125075220868661,2499.454543106253,0.0648988818285373,10.217204494041592,4.2002273,2396.25215855641,25.188872041042682,0.1888720410426829
CY25-05_1-#1.csv,62.0,0.01220252521215436,2499.580958960324,0.06511520804269226,10.21709216053142,4.2002273,2394.843835767112,25.165323854269502,0.1653238542695007
CY25-05_1-#1.csv,63.0,0.012255021872563549,2499.502681625905,0.06578018620972512,10.216674469650032,4.2002668,2393.2618089881,25.39383154297799,0.39383154297798834
CY25-05_1-#1.csv,64.0,0.012272095203766544,2499.455728360018,0.06556223253693232,10.21420075572963,4.2001882,2391.689209263968,25.45646576500481,0.45646576500481184
CY25-05_1-#1.csv,65.0,0.012299655200051683,2499.452773379901,0.0660315781898194,10.213396538554584,4.2001882,2390.488820006091,25.65585568345823,0.6558556834582328
CY25-05_1-#1.csv,66.0,0.0123022785335496,2499.5281742986467,0.06565156841109511,10.211434120045766,4.2001486,2389.44849687576,25.424536639784474,0.4245366397844752
CY25-05_1-#1.csv,67.0,0.012213021877522464,2499.534278838935,0.06584507713687018,10.211993590704877,4.2001882,2389.20300015174,25.544845275146525,0.5448452751465259
CY25-05_1-#1.csv,68.0,0.012295718533949857,2499.693698985946,0.06598911485151693,10.21126728561076,4.2001882,2388.897199629902,25.29344334539825,0.29344334539824757
CY25-05_1-#1.csv,69.0,0.01235609519370533,2499.67080899844,0.06622516801585633,10.210615640986902,4.2001486,2387.031287865624,25.49734965350654,0.49734965350654015
CY25-05_1-#1.csv,70.0,0.01238497852369162,2499.630426679036,0.06627304242810289,10.210043268740963,4.2001882,2385.60402864942,25.45534202207007,0.45534202207006863
CY25-05_1-#1.csv,71.0,0.012363981859623764,2499.444892863262,0.07266435463161149,10.208132825875959,4.2002668,2384.472269655151,25.393196457877973,0.3931964578779726
CY25-05_1-#1.csv,72.0,0.012400738521813013,2499.282314415846,0.0667973246605316,10.206945512854437,4.2001882,2384.381335232659,25.324849216219963,0.3248492162199619
CY25-05_1-#1.csv,73.0,0.01240335185435352,2499.477198132849,0.06702177474347851,10.205298365009654,4.2002668,2382.896240227007,25.424415565158597,0.4244155651585976
CY25-05_1-#1.csv,74.0,0.012463735180873639,2499.5628044738087,0.06695137481593094,10.204844255461024,4.2002273,2381.847210122788,25.57916063790322,0.5791606379032201
CY25-05_1-#1.csv,75.0,0.012461121848045275,2499.465533436974,0.0679446254844964,10.20471040289854,4.2002273,2380.178057668893,25.306118994709735,0.3061189947097338
CY25-05_1-#1.csv,76.0,0.01245324518231747,2499.720058357804,0.06712166047339847,10.204174992635975,4.2002273,2379.271745591064,25.372420178955775,0.3724201789557739
CY25-05_1-#1.csv,77.0,0.012462425180546195,2499.454073770371,0.06741760250296942,10.201847323159484,4.2002273,2378.844215602048,25.39507015005573,0.3950701500557312
CY25-05_1-#1.csv,78.0,0.012478181846011828,2499.491971226791,0.06765807078346044,10.20166850824474,4.2002273,2377.999874276864,25.529521748080803,0.5295217480808039
CY25-05_1-#1.csv,79.0,0.012514931841048686,2499.467309559809,0.06740141954613246,10.200291844379183,4.2002273,2377.014427220985,25.314139842183327,0.31413984218332724
CY25-05_1-#1.csv,80.0,0.012486058511352044,2499.379855126875,0.0674752423978119,10.199914258629283,4.2002273,2376.106529169806,25.569068342740298,0.5690683427402969
CY25-05_1-#1.csv,81.0,0.012508375175746317,2499.399708884274,0.06714530947908202,10.198736268625995,4.2002668,2375.154109315021,25.4731254258156,0.4731254258155977
CY25-05_1-#1.csv,82.0,0.012500491843158589,2499.442847306866,0.06758305378220704,10.197783399336448,4.2002273,2374.330046951643,25.789261694196533,0.7892616941965336
CY25-05_1-#1.csv,83.0,0.012510998508766965,2499.383873339287,0.06766843729085664,10.196765893189008,4.2003455,2373.5730738906227,25.69062167306571,0.6906216730657095
CY25-05_1-#1.csv,84.0,0.012574005167728443,2499.332858745759,0.06847274116918282,10.196822156118007,4.2002668,2372.372585957618,25.36588599217395,0.36588599217394935
CY25-05_1-#1.csv,85.0,0.012585811833183014,2499.438788371803,0.06795275993265601,10.19493493426154,4.2002273,2370.84603165677,25.5295410034866,0.5295410034865993
CY25-05_1-#1.csv,86.0,0.012581885166789087,2499.445052238244,0.06847851646812884,10.194332024107535,4.2002273,2370.27954537516,25.483461142236393,0.48346114223639347
CY25-05_1-#1.csv,87.0,0.01257269183474683,2499.563303134486,0.06817820172672703,10.193689314003423,4.2002668,2369.8290629175863,25.291016882119703,0.2910168821197032
CY25-05_1-#1.csv,88.0,0.012634388494157694,2499.6339809266588,0.06821307075916958,10.193389641458415,4.2002668,2368.599588371644,25.665253360234054,0.6652533602340528
CY25-05_1-#1.csv,89.0,0.012604195163836056,2499.5337638487617,0.06844117893067764,10.190634701520063,4.2002668,2366.754533335421,25.738295255424067,0.7382952554240662
CY25-05_1-#1.csv,90.0,0.01268557848785965,2499.833308588444,0.0689148515088229,10.192626647634585,4.2001486,2366.442120961449,25.43207628025908,0.43207628025908
CY25-05_1-#1.csv,91.0,0.012658021824477788,2500.0104572001387,0.0687735267444344,10.190863636485622,4.2001486,2364.871001591931,25.7653785811182,0.7653785811182008
CY25-05_1-#1.csv,92.0,0.012709208485042926,2499.857928116759,0.06907896861716212,10.189784179445164,4.2000699,2363.498409540201,25.691814022597043,0.6918140225970437
CY25-05_1-#1.csv,93.0,0.012680331821326333,2499.851352238637,0.06936306678481494,10.188215488739779,4.2000699,2362.9837471105952,25.757808439695452,0.7578084396954521
CY25-05_1-#1.csv,94.0,0.012634388493961582,2499.682118762717,0.06943129792618266,10.186103201783096,4.2001486,2362.227868178846,25.54618179582569,0.5461817958256876
CY25-05_1-#1.csv,95.0,0.012710521818219706,2499.5260446602288,0.06943054281117886,10.185700913691027,4.2001486,2361.879778973926,25.421939652025692,0.42193965202569306
CY25-05_1-#1.csv,96.0,0.012719708483495159,2499.5497593058403,0.07001414941945738,10.186504358779176,4.2002273,2360.259454178126,25.38937935941194,0.3893793594119386
CY25-05_1-#1.csv,97.0,0.012736771814794127,2499.574455347818,0.06934749128385503,10.18494648447556,4.2002273,2359.5307306756768,25.274187214390324,0.2741872143903237
CY25-05_1-#1.csv,98.0,0.012757778478857243,2499.704260166328,0.06956950703078874,10.184722713781346,4.2001486,2358.22274498361,25.63922403390419,0.6392240339041872
CY25-05_1-#1.csv,99.0,0.01266851848979491,2499.809322067866,0.06975756299368731,10.182794615422598,4.2001882,2358.173981138104,25.266062965630084,0.2660629656300842
CY25-05_1-#1.csv,100.0,0.1325345936604856,2499.640917498098,0.0472597275083379,10.21100875028321,4.201054599999999,2378.006179246714,25.59263415561674,0.5926341556167392
CY25-05_1-#1.csv,101.0,0.01293676424116761,2500.053107260465,0.08201259259292307,10.177631748417403,4.2001095,2427.479725479497,25.671553638424893,0.6715536384248918
CY25-05_1-#1.csv,102.0,0.012935444328038549,2499.791306618153,0.0709640333967958,10.176919892337901,4.2001486,2358.38008903849,25.723987555680974,0.7239875556809727
CY25-05_1-#1.csv,103.0,0.012900009996501151,2499.736078548015,0.070371150373719,10.176313514954698,4.2001486,2354.119964881903,25.698310809481736,0.6983108094817362
CY25-05_1-#1.csv,104.0,0.012898700081111871,2499.766885896106,0.07036073605891047,10.175065385912909,4.2001095,2351.916833854105,25.54050473367399,0.5405047336739895
CY25-05_1-#1.csv,105.0,0.01293675757082396,2499.731779228278,0.07079384605677928,10.174614933910338,4.2001486,2349.791244205223,25.72064345531724,0.7206434553172419
CY25-05_1-#1.csv,106.0,0.012788444013149082,2499.697747317142,0.07034421143357725,10.17346986785109,4.2001882,2349.03664829712,25.646312239173763,0.6463122391737633
CY25-05_1-#1.csv,107.0,0.012819941936997896,2499.817705613218,0.07071392342602983,10.172399266673468,4.2001486,2348.518880962887,25.66244187511384,0.6624418751138378
CY25-05_1-#1.csv,108.0,0.012896066922983607,2499.617142860154,0.07102048204052121,10.171355749501934,4.2001882,2346.261380330569,25.520902970313248,0.5209029703132464
CY25-05_1-#1.csv,109.0,0.012898690081870848,2499.7544341774733,0.07125694804720695,10.170241554007344,4.2001486,2344.402600364158,25.454356638290182,0.45435663829018347
CY25-05_1-#1.csv,110.0,0.01291181921646769,2499.76753799622,0.07057649635860397,10.168247470619256,4.2001095,2343.430130566152,25.858216903522397,0.8582169035223952
CY25-05_1-#1.csv,111.0,0.012934134413447642,2499.785792600209,0.07133175210051393,10.168093754080415,4.2001095,2342.2725664816016,25.773098342627602,0.7730983426276015
CY25-05_1-#1.csv,112.0,0.01293807415365029,2499.7683405359053,0.07194426691118588,10.166877997026278,4.2001882,2340.896640294831,25.453419192565075,0.45341919256507635
CY25-05_1-#1.csv,113.0,0.012952516536957349,2499.707673789678,0.07174915803455714,10.166120488084523,4.2001486,2339.978924458057,25.716664008130284,0.7166640081302826
CY25-05_1-#1.csv,114.0,0.012942010560939984,2499.646613781427,0.07232212311511466,10.164891891772493,4.2001882,2338.952628409668,25.5955547357558,0.5955547357558003
CY25-05_1-#1.csv,115.0,0.012938067488828552,2499.738951792429,0.07195977994214711,10.163745090977573,4.2001882,2337.9833350485,25.82311472038862,0.8231147203886191
CY25-05_1-#1.csv,116.0,0.012964325757419393,2499.864301254792,0.07217629718635121,10.163767752887374,4.2001882,2336.91451351074,25.43711511264515,0.43711511264515013
CY25-05_1-#1.csv,117.0,0.012965635672314253,2499.677420445923,0.07227286775787943,10.160661310963496,4.2001486,2335.010322484946,25.70295282829655,0.702952828296548
CY25-05_1-#1.csv,118.0,0.012966955585745486,2499.5788200765533,0.0724947060547693,10.160192082463421,4.2001486,2334.819854322248,25.525323660068143,0.5253236600681422
CY25-05_1-#1.csv,119.0,0.012972201906320658,2499.535989166151,0.07182698872552709,10.158916300812717,4.2002273,2334.055871483905,25.764011109017197,0.7640111090171968
CY25-05_1-#1.csv,120.0,0.01298795753381437,2499.537692310309,0.07279557434301998,10.15783552906884,4.2002668,2332.935569615027,25.62003665650105,0.6200366565010496
CY25-05_1-#1.csv,121.0,0.012911819216567892,2499.657562813349,0.07738245260406225,10.157950947752754,4.2002273,2332.667944312473,25.792725076079385,0.7927250760793854
CY25-05_1-#1.csv,122.0,0.013001080002888575,2499.638420806329,0.07271138645656425,10.156986015576704,4.2001486,2331.650816310927,25.553780391762793,0.5537803917627935
CY25-05_1-#1.csv,123.0,0.01299714359479172,2499.4810074031047,0.07243363964444274,10.156069255436147,4.2001486,2329.855813865287,25.742884116079825,0.7428841160798251
CY25-05_1-#1.csv,124.0,0.013029958099453804,2499.421011848804,0.0732295934044647,10.15403607861772,4.2002273,2329.447401707956,25.587899967067212,0.5878999670672116
CY25-05_1-#1.csv,125.0,0.012879008047021799,2499.448588188532,0.0729121888520204,10.153164400784043,4.2001882,2329.357739018012,25.403536593702757,0.40353659370275746
CY25-05_1-#1.csv,126.0,0.0129971369299764,2499.507720167945,0.07226192833507616,10.152046641450852,4.2002273,2329.195860773646,25.684566316444354,0.6845663164443521
CY25-05_1-#1.csv,127.0,0.0130483302218101,2499.493375576751,0.07353714315951866,10.1539120489573,4.2001486,2327.027427654058,25.67769856315951,0.6776985631595085
CY25-05_1-#1.csv,128.0,0.013039144161846357,2499.529028241096,0.07279620353719171,10.150291925778001,4.2002273,2325.4984758300548,25.63603846816172,0.6360384681617198
CY25-05_1-#1.csv,129.0,0.012990580695311135,2499.53477482758,0.07284569993947496,10.149478181368327,4.2003455,2324.842713535439,25.76028347984844,0.7602834798484381
CY25-05_1-#1.csv,130.0,0.01300895614997642,2499.573346781296,0.07306858386257808,10.14859707728181,4.2003059,2324.65995204501,25.583107597818962,0.5831075978189632
CY25-05_1-#1.csv,131.0,0.013070642086597183,2499.5663278793727,0.07309016583547229,10.147794034254316,4.2002273,2323.43124661931,25.792595609499937,0.7925956094999373
CY25-05_1-#1.csv,132.0,0.013090337453674076,2499.574802202345,0.07383625534382779,10.147063964462014,4.2002273,2321.889286226322,25.67515103078638,0.6751510307863822
CY25-05_1-#1.csv,133.0,0.013081141395389092,2499.6853794852927,0.07871929461124348,10.144585100815801,4.2001095,2320.552546438437,25.954396685679512,0.9543966856795136
CY25-05_1-#1.csv,134.0,0.013024705112047005,2499.780030291056,0.07360930701066878,10.144827977620077,4.2001882,2320.878520687526,25.755714232759587,0.7557142327595873
CY25-05_1-#1.csv,135.0,0.013110022823439123,2499.74789633061,0.07455312335836656,10.144212203697858,4.2001882,2319.930471869031,25.978591140249165,0.9785911402491633
CY25-05_1-#1.csv,136.0,0.013094270529475822,2499.484211946604,0.07440625086074536,10.143111628224403,4.2002273,2318.260533806704,25.760950788399263,0.7609507883992644
CY25-05_1-#1.csv,137.0,0.0131231486274634,2499.469346554226,0.07943551893470452,10.141172274926355,4.2003059,2317.621078021965,26.098659076050314,1.0986590760503154
CY25-05_1-#1.csv,138.0,0.013010272729689373,2499.3694449143163,0.07452844968759069,10.140807526650283,4.2002273,2317.138267715387,25.823298737233056,0.8232987372330574
CY25-05_1-#1.csv,139.0,0.013095580443163373,2499.567948437269,0.07429247780075922,10.138338742076803,4.2002273,2317.135865591401,26.016104923595936,1.0161049235959347
CY25-05_1-#1.csv,140.0,0.013146773735188121,2499.571847366072,0.07493691972575292,10.140277067997028,4.2001882,2314.216862169517,25.74512027781376,0.7451202778137612
CY25-05_1-#1.csv,141.0,0.013140210834908097,2499.715873454234,0.07495661049441929,10.137156358201597,4.2001486,2313.259277067464,25.425797031798297,0.42579703179829514
CY25-05_1-#1.csv,142.0,0.013028644852450432,2499.492471132691,0.07426502620342632,10.135528310125808,4.2001882,2313.616714381103,25.676113816710444,0.6761138167104452
CY25-05_1-#1.csv,143.0,0.013141520747779687,2499.51133994614,0.07483685721233886,10.135579332187298,4.2002668,2313.80699880336,25.770277909979065,0.7702779099790651
CY25-05_1-#1.csv,144.0,0.013134957848314992,2499.522805042915,0.07535687909692601,10.133442867874415,4.2002273,2311.313908528527,25.83779498586473,0.8377949858647284
CY25-05_1-#1.csv,145.0,0.013169088931874745,2499.562089558097,0.07537834112834813,10.133772083806438,4.2002668,2310.746417961073,25.744015132006112,0.7440151320061122
CY25-05_1-#1.csv,146.0,0.013175645165721388,2499.520285216742,0.07543363716878235,10.131912847427147,4.2002668,2309.109276634751,25.93425125161317,0.9342512516131691
CY25-05_1-#1.csv,147.0,0.013166465772407926,2499.497632708956,0.07526675060579512,10.129695793274722,4.2003059,2308.068577553276,26.123541030104775,1.1235410301047735
CY25-05_1-#1.csv,148.0,0.013187464387545108,2499.652683805662,0.07604427001347755,10.128370249998516,4.2002273,2307.198440285082,25.63811023040866,0.6381102304086591
CY25-05_1-#1.csv,149.0,0.013194023954913812,2499.704760359686,0.07535797068448702,10.128697021085717,4.2002273,2306.1642635012868,25.729834748723952,0.7298347487239523
CY25-05_1-#1.csv,150.0,0.1548570217663447,2499.7697588963792,0.054956742199170336,10.15642444097861,4.2011724,3382.8599958585637,25.876766337682273,0.8767663376822719
CY25-05_1-#1.csv,151.0,0.013239967595913865,2499.580281356982,0.076156818344322,10.12559240482135,4.2001882,2306.307521399126,26.054395785580486,1.054395785580486
CY25-05_1-#1.csv,152.0,0.013249153657295242,2499.643899228542,0.07554645900609366,10.124457212013223,4.2001882,2303.3214013106767,25.7788659579045,0.7788659579045007
CY25-05_1-#1.csv,153.0,0.013249153657295227,2499.609509699942,0.07597416777040819,10.123719643056466,4.2001882,2301.914276823531,26.32722510922132,1.327225109221321
CY25-05_1-#1.csv,154.0,0.013255716556747617,2499.606752178274,0.07719996676981361,10.122996660932627,4.2001882,2301.023192890018,26.041509984783453,1.0415099847834508
CY25-05_1-#1.csv,155.0,0.013253096729167097,2499.419788800982,0.07634493603177497,10.120560659265491,4.2001882,2300.492185260953,25.708124348882624,0.708124348882624
CY25-05_1-#1.csv,156.0,0.013249160324139584,2499.536632006754,0.07660772281193069,10.119344550940639,4.2002668,2299.256591346012,25.82643691461288,0.826436914612881
CY25-05_1-#1.csv,157.0,0.013266219199690085,2499.6082855779,0.07744516292171819,10.11841392164913,4.2001882,2298.501887873791,25.66449679619612,0.6644967961961198
CY25-05_1-#1.csv,158.0,0.013289847641121783,2499.652605924742,0.07719057973925722,10.11715673386982,4.2001882,2297.18043127582,25.849782946690716,0.8497829466907164
CY25-05_1-#1.csv,159.0,0.013296413874714625,2499.62597455645,0.07687667648829008,10.11618403944454,4.2001882,2295.953284443059,26.009309238743896,1.0093092387438953
CY25-05_1-#1.csv,160.0,0.013288537728671898,2499.484276985717,0.0773978062341118,10.115017034487515,4.2002273,2295.385122535732,25.92581144345064,0.9258114434506393
CY25-05_1-#1.csv,161.0,0.013295093961892473,2499.51410088578,0.07749800376293678,10.113773475210596,4.2002273,2294.739429593539,26.009987340215737,1.0099873402157364
CY25-05_1-#1.csv,162.0,0.013293787381525134,2499.4178974420943,0.07763328884658152,10.112106118645219,4.2002273,2293.672494054937,26.00976397352476,1.0097639735247586
CY25-05_1-#1.csv,163.0,0.013322658812053852,2499.433341643515,0.07701219262725938,10.11096612043066,4.2002273,2292.452327361602,26.007360162843337,1.0073601628433373
CY25-05_1-#1.csv,164.0,0.01332134890064087,2499.566058006117,0.0774635340120712,10.110669123280296,4.2001882,2291.5076492784133,25.920441614181794,0.920441614181795
CY25-05_1-#1.csv,165.0,0.013337101195822019,2499.491526796022,0.07803244211551444,10.109930830126915,4.2002273,2290.838733919132,26.15045461961097,1.1504546196109682
CY25-05_1-#1.csv,166.0,0.013344974008745259,2499.426212438772,0.0777456326502715,10.108326590386618,4.2001882,2290.28285978324,25.92055018888305,0.9205501888830475
CY25-05_1-#1.csv,167.0,0.013331851541523698,2499.538521900796,0.07847436819343542,10.107836312162387,4.2002273,2289.427857937922,26.018341431165336,1.018341431165335
CY25-05_1-#1.csv,168.0,0.013354163401373893,2499.4806954399733,0.07828660407869184,10.106835178562612,4.2002273,2288.744152029647,26.188115679380374,1.1881156793803722
CY25-05_1-#1.csv,169.0,0.013347603835875537,2499.463597575162,0.07832856140391194,10.105082416363595,4.2002273,2287.325509433886,26.122421802516374,1.122421802516375
